,word,year,count,language,Rank
3821,trieste,1809,242,spanish,2712.0
3822,trieste,1813,742,italian,2529.0
3823,trieste,1915,5215,french,4831.0
3384,trimestre,1810,836,italian,1681.0
3383,trimestre,1848,1948,spanish,4397.0
3385,trimestre,1915,5338,french,4727.0
3565,triple,1800,2779,french,4252.0
3563,triple,1804,3435,english,4337.0
3564,triple,1809,394,spanish,1674.0
4081,tripoli,1819,7152,french,4291.0
4079,tripoli,1821,4803,english,4748.0
4080,tripoli,1827,1338,italian,4247.0
3761,triste,1800,2772,spanish,1122.0
3763,triste,1800,5714,french,2155.0
3762,triste,1848,1534,italian,4748.0
5696,tristes,1800,1346,spanish,2516.0
5697,tristes,1801,3927,french,4351.0
13662,triumph,1800,5138,english,1894.0
13663,triumph,1945,1540,german,4505.0
5865,tro,1800,326,italian,2433.0
5864,tro,1800,1062,spanish,3209.0
8585,tronchet,1803,3909,french,4405.0
8584,tronchet,1806,536,italian,3193.0
6278,tronco,1800,2176,spanish,1509.0
6279,tronco,1800,242,italian,3352.0
6032,trono,1800,2362,spanish,1374.0
6033,trono,1800,470,italian,1589.0
6446,tropical,1857,15010,english,4863.0
6447,tropical,1929,6554,spanish,4837.0
12990,trouble,1800,7144,english,1324.0
12991,trouble,1800,5176,french,2390.0
13193,troubles,1800,5437,french,2268.0
13192,troubles,1800,2532,english,3779.0
9270,truppe,1800,1708,italian,251.0
9271,truppe,1807,412,german,3644.0
5093,trust,1800,10650,english,811.0
5095,trust,1903,16111,french,4555.0
5094,trust,1935,4746,italian,3565.0
7154,trustee,1821,5768,english,4119.0
7155,trustee,2009,15656,italian,4853.0
3464,trusts,1802,2966,english,4200.0
3466,trusts,1903,18645,french,4004.0
3465,trusts,1933,7030,german,4243.0
10023,trésor,1800,5004,french,2478.0
10022,trésor,1810,414,italian,3722.0
7447,tsar,1800,4342,french,2800.0
7446,tsar,1943,27810,english,4495.0
11073,tt,1800,279,german,3835.0
11072,tt,1801,1042,spanish,2572.0
3481,tube,1800,10533,french,1052.0
3479,tube,1800,2822,english,3431.0
3480,tube,1895,5780,german,4655.0
9628,tuberculose,1869,6702,german,3536.0
9629,tuberculose,1883,11178,french,4954.0
7745,tuberculosis,1879,3118,spanish,3764.0
7744,tuberculosis,1898,29396,english,4875.0
6523,tubes,1800,3458,french,3482.0
6522,tubes,1831,8215,english,4815.0
6066,tubo,1800,3482,spanish,824.0
6067,tubo,1800,460,italian,1631.0
2910,tum,1804,1230,italian,3208.0
2911,tum,1807,657,german,2271.0
2909,tum,1824,366,spanish,4768.0
4608,tumor,1800,804,spanish,4208.0
4607,tumor,1801,3289,english,4190.0
4609,tumor,1875,4285,german,4368.0
10743,tumulto,1800,294,italian,2744.0
10742,tumulto,1808,322,spanish,4782.0
8025,tune,1824,436,spanish,4012.0
8024,tune,1926,28068,english,4897.0
9393,tunkin,1812,3186,french,4260.0
9392,tunkin,1813,1153,german,879.0
9938,tur,1813,438,italian,4396.0
9939,tur,1813,235,german,4970.0
3745,turbine,1904,19438,french,3817.0
3743,turbine,1908,38679,english,4751.0
3744,turbine,1947,3925,italian,3769.0
11026,turco,1801,950,spanish,2834.0
11027,turco,1802,634,italian,2014.0
4947,turin,1800,716,german,1452.0
4948,turin,1801,3609,french,4684.0
4946,turin,1845,15888,english,3831.0
8788,turismo,1938,8454,spanish,4748.0
8789,turismo,1952,4288,italian,4857.0
13172,turn,1800,15451,english,459.0
13173,turn,1840,2547,german,4304.0
7166,turner,1817,4820,english,4697.0
7167,turner,1820,879,german,3133.0
10508,turno,1805,1670,spanish,2330.0
10509,turno,1814,316,italian,3692.0
9112,tut,1800,218,italian,3727.0
9113,tut,1903,19508,german,2337.0
10621,tutela,1803,490,italian,4055.0
10620,tutela,1803,622,spanish,4777.0
5659,tutor,1801,574,spanish,4639.0
5658,tutor,1801,2683,english,4886.0
5060,tv,1968,118192,english,4607.0
5061,tv,1972,12524,italian,4095.0
5062,tv,1993,18454,german,4229.0
4276,type,1808,3626,french,4756.0
4274,type,1808,3146,english,4928.0
4275,type,1966,11423,italian,4791.0
6727,types,1840,10562,french,4424.0
6726,types,1863,11380,english,4735.0
2781,typhus,1802,383,german,4693.0
2782,typhus,1811,4340,french,3169.0
2780,typhus,1862,16277,english,3345.0
9354,tyrol,1801,325,german,4279.0
9355,tyrol,1859,14126,french,4781.0
10855,ua,1800,197,italian,4108.0
10854,ua,1809,169,spanish,3795.0
4808,ubi,1801,2720,english,4833.0
4810,ubi,1802,608,italian,2118.0
4809,ubi,1804,578,spanish,4434.0
1119,ue,1804,835,italian,4718.0
1118,ue,1805,1177,spanish,3314.0
1121,ue,1807,3217,french,4354.0
1120,ue,1815,448,german,3790.0
10205,ueber,1800,1666,german,465.0
10204,ueber,1873,2924,italian,3523.0
9878,uel,1811,446,italian,4598.0
9879,uel,1844,13720,french,4151.0
12139,ugo,1802,406,italian,3266.0
12138,ugo,1854,8551,spanish,803.0
11667,ui,1810,514,italian,2939.0
11666,ui,1838,886,spanish,3279.0
9616,ukraine,1918,8568,german,2513.0
9617,ukraine,1919,13162,french,2571.0
7220,ul,1821,8569,english,2960.0
7221,ul,1869,12171,italian,866.0
10533,ulcera,1800,232,italian,3484.0
10532,ulcera,1806,958,spanish,2251.0
11678,ult,1838,936,spanish,3113.0
11679,ult,1958,34089,italian,1017.0
10555,ultima,1800,944,italian,625.0
10554,ultima,1805,952,spanish,4019.0
11407,ultimamente,1800,590,italian,1219.0
11406,ultimamente,1803,928,spanish,3288.0
9038,ultime,1800,370,italian,2129.0
9039,ultime,1961,13942,french,4931.0
4128,ultra,1804,874,italian,4535.0
4127,ultra,1818,726,spanish,3367.0
4129,ultra,1925,9544,french,4719.0
12007,umena,1806,605,italian,2794.0
12006,umena,1880,2868,spanish,4207.0
10430,unanime,1848,2057,italian,3609.0
10431,unanime,1871,5577,french,4827.0
4637,unde,1819,1176,italian,3472.0
4639,unde,1836,9405,french,4475.0
4638,unde,1858,5621,german,3315.0
3665,unesco,1955,14520,spanish,4420.0
3667,unesco,1956,13514,french,4055.0
3666,unesco,1957,9253,german,4003.0
9308,ung,1802,363,german,4935.0
9309,ung,1822,9420,french,3841.0
2498,uni,1800,599,italian,1199.0
2500,uni,1800,5080,french,2439.0
2499,uni,1803,318,german,4986.0
12345,unica,1800,268,italian,3014.0
12344,unica,1810,140,spanish,4244.0
11497,unicamente,1800,676,italian,1017.0
11496,unicamente,1801,664,spanish,4100.0
10831,unico,1800,534,italian,1363.0
10830,unico,1810,278,spanish,2150.0
13522,uniform,1800,3614,english,2763.0
13523,uniform,1838,3144,german,4067.0
4248,uniforme,1800,438,italian,1747.0
4249,uniforme,1800,6179,french,1970.0
4247,uniforme,1800,1116,spanish,3068.0
2306,union,1800,15630,english,446.0
2307,union,1800,3761,spanish,735.0
2309,union,1800,10764,french,1014.0
2308,union,1836,2714,german,3081.0
7777,unions,1895,12215,french,4921.0
7776,unions,1908,39840,english,4645.0
13729,unite,1800,1053,italian,536.0
13728,unite,1800,4419,english,2242.0
125,united,1800,19823,english,315.0
126,united,1878,3476,spanish,3519.0
127,united,1941,4096,italian,3448.0
129,united,1944,4797,french,3362.0
128,united,1955,7086,german,4257.0
7634,univ,1964,81305,english,4847.0
7635,univ,1969,17032,german,4662.0
3876,universal,1800,4400,spanish,594.0
3875,universal,1800,8716,english,1058.0
3877,universal,1815,522,german,3266.0
9739,universelle,1800,6113,french,1998.0
9738,universelle,1822,953,german,3386.0
8886,universitaria,1904,5604,spanish,3301.0
8887,universitaria,1966,11036,italian,4932.0
8890,universitario,1904,3930,spanish,4593.0
8891,universitario,1963,10304,italian,4616.0
860,university,1800,4041,english,2469.0
862,university,1814,338,italian,3458.0
861,university,1916,8000,spanish,2923.0
863,university,1931,7695,german,4765.0
864,university,1949,8649,french,4874.0
6308,universo,1800,2090,spanish,1577.0
6309,universo,1800,244,italian,3321.0
11749,unum,1806,441,italian,3868.0
11748,unum,1824,374,spanish,4673.0
12415,uo,1810,379,italian,4098.0
12414,uo,1811,204,spanish,3742.0
10607,ur,1800,430,german,2535.0
10606,ur,1803,644,spanish,4620.0
7362,uranium,1954,55430,english,4201.0
7363,uranium,1956,10998,french,4842.0
7941,urban,1867,5100,german,4983.0
7940,urban,1922,37121,english,4958.0
11705,urbana,1800,184,italian,4443.0
11704,urbana,1835,868,spanish,4560.0
10937,urbano,1800,188,italian,4343.0
10936,urbano,1806,452,spanish,4786.0
11887,urbe,1808,570,italian,3632.0
11886,urbe,1867,6354,spanish,2124.0
6439,urbino,1800,168,italian,4843.0
6438,urbino,1851,16549,english,4270.0
10615,uretra,1800,176,italian,4637.0
10614,uretra,1804,984,spanish,2561.0
10468,urgente,1805,1106,spanish,3522.0
10469,urgente,1848,1750,italian,4188.0
2520,uri,1800,210,italian,3882.0
2519,uri,1803,606,spanish,4880.0
2521,uri,1945,1426,german,4865.0
2893,urine,1800,3647,french,3350.0
2891,urine,1800,2488,english,3829.0
2892,urine,1894,5390,italian,2762.0
3649,urss,1949,10346,french,4190.0
3647,urss,1962,19582,spanish,4425.0
3648,urss,1967,11920,italian,4939.0
3934,usage,1800,55152,french,78.0
3932,usage,1800,1915,english,4717.0
3933,usage,1818,732,spanish,3339.0
6497,usages,1800,11270,french,951.0
6496,usages,1839,10618,english,4803.0
11523,usando,1800,228,italian,3544.0
11522,usando,1801,562,spanish,4727.0
900,use,1800,45397,english,64.0
901,use,1805,1172,spanish,3334.0
904,use,1949,8856,french,4775.0
902,use,1970,9807,italian,4960.0
903,use,1985,14322,german,4944.0
5076,user,1800,525,german,2072.0
5077,user,1800,2408,french,4801.0
5075,user,1970,125613,english,4487.0
11305,usque,1800,212,italian,3842.0
11304,usque,1801,682,spanish,3987.0
10745,usura,1803,812,italian,2455.0
10744,usura,1808,320,spanish,4811.0
8202,usure,1803,846,italian,2364.0
8203,usure,1823,19819,french,1938.0
942,ut,1800,1912,italian,187.0
941,ut,1800,2454,spanish,1300.0
944,ut,1800,4602,french,2670.0
940,ut,1800,2795,english,3457.0
943,ut,1807,664,german,2246.0
12647,utero,1800,326,italian,2434.0
12646,utero,1815,1526,spanish,573.0
8008,uterus,1803,2759,english,4722.0
8009,uterus,1805,548,german,3455.0
8592,uti,1806,426,italian,4017.0
8593,uti,1807,392,german,3812.0
9274,utile,1800,1776,italian,231.0
9275,utile,1800,19052,french,489.0
12385,utiles,1800,13491,french,758.0
12384,utiles,1811,184,spanish,4101.0
9710,utopie,1965,13028,german,4865.0
9711,utopie,1974,17992,french,4790.0
5013,uu,1800,168,italian,4841.0
5014,uu,1804,3134,french,4530.0
5012,uu,1811,192,spanish,3955.0
11993,uua,1804,1098,italian,3587.0
11992,uua,1873,2090,spanish,4498.0
11286,uva,1800,724,spanish,4646.0
11287,uva,1805,370,italian,4193.0
11015,vacante,1802,306,italian,4388.0
11014,vacante,1803,888,spanish,3423.0
2925,vaccination,1809,429,german,3507.0
2924,vaccination,1868,14007,english,4979.0
2926,vaccination,1927,11227,french,4156.0
5185,vaccine,1800,3085,french,3872.0
5183,vaccine,1803,5262,english,2781.0
5184,vaccine,1812,494,german,2679.0
7942,vacuum,1922,38370,english,4837.0
7943,vacuum,1939,9972,spanish,4438.0
1232,vagina,1800,222,italian,3651.0
1231,vagina,1807,968,spanish,4678.0
1230,vagina,1861,11827,english,4967.0
1233,vagina,1863,5557,german,3779.0
11855,vago,1800,174,italian,4684.0
11854,vago,1826,758,spanish,4613.0
7111,vague,1800,4238,french,2873.0
7110,vague,1827,6426,english,4985.0
12890,vain,1800,14141,english,536.0
12891,vain,1800,8852,french,1299.0
3078,val,1800,194,italian,4207.0
3077,val,1810,172,spanish,3507.0
3079,val,1942,4338,french,3878.0
7037,valencia,1800,3254,spanish,920.0
7036,valencia,1809,5272,english,3501.0
8283,valeur,1800,27708,french,282.0
8282,valeur,1805,1484,italian,869.0
8275,valeurs,1800,5404,french,2286.0
8274,valeurs,1805,751,italian,1972.0
12712,valga,1817,492,spanish,3757.0
12713,valga,1857,2032,italian,4895.0
5758,valido,1800,908,spanish,3740.0
5759,valido,1810,338,italian,4607.0
7873,valjean,1862,19530,french,3884.0
7872,valjean,1887,25018,english,4197.0
6285,valle,1800,620,italian,1153.0
6284,valle,1800,1990,spanish,1677.0
8186,valois,1802,302,italian,4450.0
8187,valois,1826,10145,french,4077.0
2816,value,1800,18195,english,355.0
2818,value,1970,25144,french,4255.0
2817,value,2002,25568,german,4869.0
8210,valuta,1803,2028,italian,866.0
8211,valuta,1808,444,german,4091.0
6899,valve,1814,672,italian,1550.0
6898,valve,1815,4352,english,4448.0
7267,valves,1805,4114,french,3509.0
7266,valves,1881,22398,english,4563.0
5708,vana,1800,1374,spanish,2472.0
5709,vana,1800,272,italian,2974.0
10611,vanguardia,1801,330,italian,1082.0
10610,vanguardia,1804,1298,spanish,1884.0
6029,vano,1800,713,italian,950.0
6028,vano,1800,2330,spanish,1397.0
3228,vapor,1800,1286,spanish,2652.0
3229,vapor,1841,6620,italian,1057.0
3227,vapor,1911,35552,english,4917.0
1601,var,1801,4392,french,3969.0
1600,var,1811,368,german,4165.0
1598,var,1837,958,spanish,3946.0
1599,var,1874,2888,italian,3822.0
1201,variable,1801,3586,french,4708.0
1199,variable,1809,140,spanish,4502.0
1198,variable,1863,11008,english,4872.0
1200,variable,1967,14989,german,4968.0
3595,variables,1802,4480,french,3493.0
3594,variables,1828,998,spanish,3741.0
3593,variables,1941,29744,english,4902.0
9501,variante,1966,15504,german,4243.0
9500,variante,1970,10709,italian,4574.0
8752,variantes,1953,12088,spanish,4891.0
8753,variantes,1963,15088,french,4876.0
2588,variation,1800,2434,english,3887.0
2590,variation,1802,3344,french,4531.0
2589,variation,1910,9492,german,4758.0
7217,variations,1800,4612,french,2664.0
7216,variations,1817,4476,english,4982.0
6827,vasari,1807,1204,italian,1162.0
6826,vasari,1828,8362,english,4196.0
12003,vasco,1804,1342,italian,2960.0
12002,vasco,1876,3588,spanish,3486.0
7837,vascular,1804,550,spanish,4644.0
7836,vascular,1885,22199,english,4912.0
8339,vase,1800,9301,french,1240.0
8338,vase,1800,202,italian,4031.0
6605,vases,1800,5209,french,2372.0
6604,vases,1858,29828,english,2588.0
3843,vaso,1800,942,italian,628.0
3842,vaso,1800,2520,spanish,1259.0
3844,vaso,1875,11288,french,4205.0
10697,vasta,1802,346,italian,3880.0
10696,vasta,1804,790,spanish,3232.0
8163,vaste,1800,12408,french,833.0
8162,vaste,1803,454,italian,4334.0
5755,vasto,1800,218,italian,3731.0
5754,vasto,1800,906,spanish,3750.0
8851,vaticano,1811,408,italian,4959.0
8850,vaticano,1967,20608,spanish,4743.0
4015,vauban,1805,3315,french,4237.0
4013,vauban,1810,326,italian,4783.0
4014,vauban,1820,608,german,4460.0
7126,vaudois,1827,9122,english,3767.0
7127,vaudois,1847,22465,french,2760.0
10741,vauquelin,1801,6091,french,2910.0
10740,vauquelin,1808,329,spanish,4684.0
81,ve,1800,10990,spanish,125.0
82,ve,1800,1585,italian,287.0
83,ve,1800,280,german,3828.0
80,ve,1896,38791,english,3635.0
84,ve,1959,12009,french,4868.0
5656,ved,1800,1480,spanish,2271.0
5657,ved,1850,2788,italian,3168.0
13918,vegetables,1800,5194,english,1873.0
13919,vegetables,1800,980,spanish,3471.0
13772,vegetation,1800,1876,english,4792.0
13773,vegetation,1803,968,german,1655.0
10341,veine,1800,2789,french,4242.0
10340,veine,1830,1266,italian,3383.0
547,vel,1800,1027,italian,559.0
546,vel,1800,775,spanish,4348.0
549,vel,1805,3935,french,3658.0
545,vel,1805,3830,english,3970.0
548,vel,1807,600,german,2479.0
6168,vela,1800,2230,spanish,1473.0
6169,vela,1809,470,italian,4437.0
12303,velasco,1806,386,italian,4440.0
12302,velasco,1813,580,spanish,4445.0
5945,velo,1800,250,italian,3248.0
5944,velo,1800,1018,spanish,3342.0
5280,ven,1800,6164,spanish,352.0
5281,ven,1800,312,german,3449.0
3359,vena,1800,3996,spanish,666.0
3360,vena,1800,360,italian,2200.0
3361,vena,1862,4847,german,4810.0
11472,vende,1801,582,spanish,4593.0
11473,vende,1803,496,italian,4011.0
9048,vene,1800,710,italian,960.0
9049,vene,1807,388,german,3846.0
13603,venerable,1800,1072,spanish,3174.0
13602,venerable,1800,2862,english,3390.0
12251,venerea,1801,158,italian,2534.0
12250,venerea,1814,1136,spanish,1315.0
10662,venereo,1804,566,spanish,4509.0
10663,venereo,1806,610,italian,2777.0
5679,venga,1800,910,italian,654.0
5678,venga,1800,1414,spanish,2395.0
14037,vengeance,1800,6634,french,1821.0
14036,vengeance,1800,4622,english,2122.0
12489,vengo,1811,432,italian,4721.0
12488,vengo,1819,598,spanish,3779.0
5648,venia,1800,1470,spanish,2291.0
5649,venia,1802,285,italian,4713.0
3430,venir,1800,15304,french,655.0
3428,venir,1800,3406,spanish,852.0
3429,venir,1800,378,italian,2080.0
6991,vent,1800,21983,french,395.0
6990,vent,1808,3196,english,4878.0
8537,vente,1800,5756,french,2138.0
8536,vente,1810,514,italian,2940.0
9633,ventilation,1861,19196,french,4106.0
9632,ventilation,1875,3855,german,4842.0
6794,ventral,1867,13247,english,4982.0
6795,ventral,1923,7140,german,4956.0
9254,ventre,1800,910,italian,655.0
9255,ventre,1800,11506,french,920.0
5972,ventura,1800,2576,spanish,1221.0
5973,ventura,1800,192,italian,4245.0
254,venus,1800,3972,french,3076.0
250,venus,1800,2564,english,3733.0
253,venus,1800,217,german,4838.0
251,venus,1801,1044,spanish,2567.0
252,venus,1814,576,italian,1883.0
507,vera,1800,1922,italian,185.0
506,vera,1809,522,spanish,1173.0
508,vera,1809,383,german,3920.0
509,vera,1811,7475,french,1836.0
505,vera,1811,6930,english,3411.0
2702,verb,1801,2606,english,4974.0
2703,verb,1828,2624,spanish,1262.0
2704,verb,1973,19397,german,4061.0
1933,verbal,1800,2990,french,3983.0
1932,verbal,1810,528,italian,2845.0
1931,verbal,1855,1840,spanish,4681.0
1930,verbal,1875,16651,english,4900.0
8262,verbale,1804,1032,italian,3835.0
8263,verbale,1980,16817,french,4938.0
10097,verbaux,1806,3947,french,3101.0
10096,verbaux,1810,354,italian,4383.0
6184,verbo,1800,1668,spanish,2026.0
6185,verbo,1802,302,italian,4452.0
8661,vercelli,1800,332,german,3244.0
8660,vercelli,1809,866,italian,2346.0
5514,verde,1800,1998,spanish,1670.0
5515,verde,1800,292,italian,2764.0
8099,verdun,1871,5932,french,4595.0
8098,verdun,1919,33581,english,4526.0
7131,vere,1800,576,italian,1253.0
7130,vere,1827,17236,english,2087.0
10931,verga,1802,398,italian,3341.0
10930,verga,1806,436,spanish,4948.0
8967,vergennes,1801,6305,french,2800.0
8966,vergennes,1924,4738,spanish,4812.0
6240,verifica,1800,1580,spanish,2144.0
6241,verifica,1805,424,italian,3653.0
11825,verme,1802,460,italian,2873.0
11824,verme,1829,1328,spanish,3749.0
4834,vernon,1820,6971,french,4072.0
4833,vernon,1828,724,spanish,4968.0
4832,vernon,1841,10451,english,4722.0
4152,vero,1800,4388,italian,28.0
4151,vero,1801,714,spanish,3812.0
4153,vero,1836,13367,french,3227.0
3681,verona,1800,1010,italian,566.0
3682,verona,1823,802,german,3432.0
3680,verona,1834,1230,spanish,2939.0
9989,verre,1800,16880,french,578.0
9988,verre,1814,243,italian,4753.0
11687,versa,1800,246,italian,3294.0
11686,versa,1838,778,spanish,3721.0
1509,versailles,1800,2857,french,4167.0
1506,versailles,1800,1952,english,4638.0
1508,versailles,1871,3766,german,3909.0
1507,versailles,1871,2190,italian,4936.0
1238,verse,1800,8427,english,1098.0
1239,verse,1800,2536,spanish,1249.0
1241,verse,1800,3155,french,3786.0
1240,verse,1800,228,german,4629.0
14020,verses,1800,6092,english,1567.0
14021,verses,1814,663,german,2001.0
2058,version,1800,2248,english,4132.0
2059,version,1847,1952,spanish,4414.0
2061,version,1940,4830,french,4373.0
2060,version,1974,17756,german,4459.0
7540,versions,1981,127417,english,4997.0
7541,versions,1987,17954,french,4860.0
7598,versus,1959,55353,english,4994.0
7599,versus,1997,17733,german,4737.0
10536,vertebra,1806,928,spanish,2335.0
10537,vertebra,1807,613,italian,2519.0
4009,vertical,1800,2366,french,4878.0
4008,vertical,1801,762,spanish,3582.0
4007,vertical,1815,4146,english,4609.0
8379,verticale,1800,4506,french,2718.0
8378,verticale,1802,582,italian,2219.0
7227,ves,1800,688,spanish,4849.0
