,word,year,count,language,Rank
6425,suche,1800,336,german,3203.0
6424,suche,1843,17501,english,3149.0
11601,suchet,1803,760,german,2163.0
11600,suchet,1833,3142,spanish,990.0
11779,sucre,1800,10448,french,1060.0
11778,sucre,1823,304,spanish,4772.0
4078,sud,1800,30186,french,247.0
4077,sud,1800,166,italian,4900.0
4076,sud,1817,376,spanish,4806.0
3450,suez,1856,4428,italian,2218.0
3449,suez,1857,3664,spanish,2901.0
3451,suez,1875,14398,french,3355.0
7861,suffrage,1848,15349,french,2793.0
7860,suffrage,1881,20565,english,4907.0
4142,suggestion,1822,6906,english,4822.0
4144,suggestion,1887,15839,french,3760.0
4143,suggestion,1890,5469,german,4268.0
7273,suicide,1856,24865,french,2525.0
7272,suicide,1951,55458,english,4061.0
12027,suicidio,1843,1784,italian,4630.0
12026,suicidio,1847,1966,spanish,4380.0
9653,suisse,1800,6620,french,1828.0
9652,suisse,1944,2068,german,4910.0
4447,suite,1800,50632,french,94.0
4446,suite,1810,522,italian,2882.0
4445,suite,1992,216614,english,4955.0
2971,sulfate,1800,8180,french,1423.0
2970,sulfate,1800,1269,spanish,2692.0
2969,sulfate,1945,25041,english,4963.0
12709,sulfates,1801,3389,french,4940.0
12708,sulfates,1817,462,spanish,3981.0
909,sultan,1800,3767,french,3242.0
906,sultan,1801,1324,spanish,2004.0
905,sultan,1802,3440,english,3745.0
908,sultan,1803,498,german,3313.0
907,sultan,1840,1734,italian,3622.0
4616,sum,1800,13445,english,584.0
4618,sum,1806,348,italian,4900.0
4617,sum,1834,790,spanish,4473.0
4502,summa,1800,700,spanish,4779.0
4504,summa,1805,384,german,4853.0
4503,summa,1863,4034,italian,2743.0
6588,summary,1835,9406,english,4833.0
6589,summary,1964,9692,italian,4675.0
1307,sunt,1800,462,italian,1620.0
1306,sunt,1800,966,spanish,3519.0
1308,sunt,1807,498,german,2984.0
1309,sunt,1811,3209,french,4221.0
132,super,1800,411,italian,1870.0
131,super,1801,810,spanish,3351.0
130,super,1804,3024,english,4794.0
134,super,1839,15180,french,2935.0
133,super,1915,10716,german,2683.0
13442,superficial,1800,2054,english,4452.0
13443,superficial,1810,134,spanish,4380.0
3602,superficie,1800,6112,spanish,357.0
3603,superficie,1800,946,italian,621.0
3604,superficie,1802,4512,french,3470.0
13389,superior,1800,11998,spanish,106.0
13388,superior,1800,16841,english,400.0
11821,superiormente,1800,238,italian,3403.0
11820,superiormente,1829,1600,spanish,3131.0
13988,superstition,1800,3903,english,2540.0
13989,superstition,1800,3048,french,3920.0
14258,supply,1800,9982,english,878.0
14259,supply,2007,38337,german,4797.0
13360,support,1800,17908,english,368.0
13361,support,1940,4170,french,4980.0
7026,supports,1809,3802,english,4523.0
7027,supports,2002,32740,french,4737.0
12878,suppose,1800,15772,english,436.0
12879,suppose,1800,12272,french,845.0
14017,supposition,1800,5219,french,2366.0
14016,supposition,1800,3252,english,3065.0
11864,supr,1828,1944,spanish,1828.0
11865,supr,1874,2997,italian,3668.0
1348,supra,1804,1348,italian,2953.0
1346,supra,1817,4549,english,4920.0
1347,supra,1829,1022,spanish,4829.0
1349,supra,1927,9265,french,4964.0
6238,suprema,1800,1578,spanish,2145.0
6239,suprema,1800,210,italian,3878.0
6140,supremo,1800,3250,spanish,924.0
6141,supremo,1800,536,italian,1355.0
13983,surface,1800,43628,french,128.0
13982,surface,1800,11186,english,760.0
6529,surfaces,1800,7864,french,1489.0
6528,surfaces,1831,10824,english,3868.0
6869,surplus,1800,3566,french,3407.0
6868,surplus,1811,4678,english,4648.0
14276,surprise,1800,4804,english,2045.0
14277,surprise,1800,5138,french,2410.0
4915,susceptible,1800,9353,french,1226.0
4914,susceptible,1800,716,spanish,4689.0
4913,susceptible,1801,2672,english,4897.0
11349,susceptibles,1800,7654,french,1533.0
11348,susceptibles,1802,1056,spanish,3040.0
13282,suspect,1800,3127,english,3154.0
13283,suspect,1819,6349,french,4742.0
2297,suspension,1800,2542,french,4563.0
2295,suspension,1801,530,spanish,4987.0
2294,suspension,1802,2397,english,4988.0
2296,suspension,1810,357,german,4922.0
12559,sutura,1814,518,italian,2126.0
12558,sutura,1822,762,spanish,4585.0
13856,suture,1800,1926,english,4695.0
13857,suture,1849,8807,french,4041.0
2906,swift,1800,2096,english,4395.0
2907,swift,1812,354,german,3735.0
2908,swift,1925,11756,french,3944.0
3693,sy,1823,1191,italian,3967.0
3694,sy,1826,20056,french,2156.0
3692,sy,1836,1508,spanish,3104.0
7197,symbol,1805,418,german,4477.0
7196,symbol,1816,4445,english,4564.0
9796,symbole,1830,1782,german,3801.0
9797,symbole,1837,9740,french,4147.0
9435,sympathie,1806,3455,french,3509.0
9434,sympathie,1808,372,german,4794.0
6397,sympathies,1801,3781,french,4510.0
6396,sympathies,1848,11882,english,4986.0
6669,symptom,1816,420,german,4708.0
6668,symptom,1881,23997,english,4322.0
7649,syndrome,1925,9376,french,4795.0
7648,syndrome,1960,141426,english,2485.0
9530,synode,1800,374,german,2886.0
9531,synode,1872,13902,french,3301.0
5419,syntax,1977,17225,german,4592.0
5418,syntax,2002,377196,english,4750.0
7409,synthesis,1800,599,german,1779.0
7408,synthesis,1936,34552,english,4656.0
3012,syphilis,1839,3955,german,2833.0
3013,syphilis,1852,12277,french,3764.0
3011,syphilis,1868,17126,english,4200.0
2124,system,1800,2495,german,228.0
2122,system,1800,18908,english,332.0
2123,system,1957,6287,italian,4972.0
2125,system,1975,17908,french,4395.0
13381,systems,1800,794,german,1282.0
13380,systems,1800,1948,english,4648.0
8493,séance,1800,7568,french,1558.0
8492,séance,1809,508,italian,4089.0
12031,série,1800,5682,french,2170.0
12030,série,1845,2226,spanish,4655.0
439,tab,1800,3238,french,3697.0
437,tab,1814,1218,italian,733.0
438,tab,1815,362,german,4666.0
436,tab,1818,1562,spanish,1471.0
435,tab,1822,7499,english,4529.0
8259,tabelle,1802,534,german,3431.0
8258,tabelle,1804,860,italian,4604.0
14157,table,1800,18341,french,514.0
14156,table,1800,11034,english,773.0
9919,tableau,1800,22152,french,390.0
9918,tableau,1810,326,italian,4779.0
14329,tables,1800,7416,french,1605.0
14328,tables,1800,3306,english,3015.0
6798,tacitus,1804,2842,english,5000.0
6799,tacitus,1812,343,german,3845.0
4738,talent,1800,7934,french,1472.0
4737,talent,1800,347,german,3110.0
4736,talent,1801,3420,english,4057.0
6040,talento,1800,2398,spanish,1349.0
6041,talento,1800,234,italian,3452.0
14152,talents,1800,10142,english,862.0
14153,talents,1804,3932,french,3709.0
13721,tales,1800,10334,spanish,142.0
13720,tales,1800,2108,english,4372.0
2378,talleyrand,1805,3382,english,4351.0
2381,talleyrand,1828,11311,french,3588.0
2380,talleyrand,1834,3360,german,2273.0
2379,talleyrand,1838,1772,spanish,1578.0
5940,tam,1800,1008,spanish,3371.0
5941,tam,1802,322,italian,4177.0
2838,tamen,1802,300,italian,4484.0
2837,tamen,1823,308,spanish,4704.0
2839,tamen,1836,10727,french,3980.0
7097,tangent,1811,2768,french,4816.0
7096,tangent,1821,4921,english,4656.0
1077,tangente,1800,2336,french,4945.0
1075,tangente,1801,388,italian,877.0
1074,tangente,1803,744,spanish,4041.0
1076,tangente,1828,1127,german,4527.0
9595,tanger,1905,15653,french,4724.0
9594,tanger,1925,9379,german,3896.0
5490,tanta,1800,11426,spanish,120.0
5491,tanta,1800,2282,italian,140.0
9284,tante,1800,2308,italian,136.0
9285,tante,1810,3186,french,4730.0
12116,tanucci,1856,5821,spanish,1734.0
12117,tanucci,1942,5207,italian,2632.0
4233,tar,1800,794,spanish,4265.0
4232,tar,1820,5712,english,4985.0
4234,tar,1987,25786,italian,2155.0
2536,tarda,1805,3255,french,4314.0
2534,tarda,1828,850,spanish,4316.0
2535,tarda,1913,3104,italian,4862.0
11888,tardieu,1868,2394,spanish,4896.0
11889,tardieu,1930,10369,french,4848.0
8168,tare,1803,406,italian,4795.0
8169,tare,1817,865,german,3124.0
4060,tarif,1806,2388,french,4876.0
4058,tarif,1810,350,italian,4438.0
4059,tarif,1811,304,german,4948.0
11068,tarragona,1801,1398,spanish,1881.0
11069,tarragona,1814,520,italian,2118.0
11555,tarso,1801,320,italian,1119.0
11554,tarso,1802,1648,spanish,1912.0
9148,tasse,1800,270,italian,2995.0
9149,tasse,1804,3099,french,4571.0
7015,tasso,1800,500,italian,1484.0
7014,tasso,1810,7711,english,2691.0
5200,taxation,1802,2954,english,4220.0
5201,taxation,1916,7298,french,3977.0
9579,taxe,1800,4880,french,2528.0
9578,taxe,1800,394,german,2742.0
13176,taxes,1800,4902,english,1995.0
13177,taxes,1801,3492,french,4828.0
7768,team,1909,34278,english,4857.0
7769,team,2000,32878,german,3486.0
7508,teams,1979,126117,english,4952.0
7509,teams,2003,32126,german,4272.0
6365,teatro,1800,502,italian,1477.0
6364,teatro,1800,1900,spanish,1762.0
8139,technique,1884,12926,french,4345.0
8138,technique,1917,31453,english,4902.0
7393,techniques,1897,12672,french,4921.0
7392,techniques,1938,38352,english,4493.0
9690,technologie,1967,14944,german,4986.0
9691,technologie,1968,26614,french,4107.0
7545,technologies,1980,19206,french,4401.0
7544,technologies,1982,137462,english,4881.0
5797,tela,1800,331,italian,2386.0
5796,tela,1800,838,spanish,4026.0
11564,telescopio,1802,2394,spanish,1226.0
11565,telescopio,1811,902,italian,2225.0
9458,telex,1979,11285,italian,4758.0
9459,telex,1985,16895,german,4242.0
12399,tema,1800,254,italian,3197.0
12398,tema,1811,180,spanish,4180.0
5592,teme,1800,1156,spanish,2965.0
5593,teme,1804,952,italian,4155.0
7897,temperament,1802,391,german,4606.0
7896,temperament,1892,28045,english,4356.0
5734,temperamento,1800,4082,spanish,645.0
5735,temperamento,1800,288,italian,2800.0
5681,temperatura,1800,1736,italian,244.0
5680,temperatura,1800,1324,spanish,2561.0
13096,temperature,1800,4576,english,2148.0
13097,temperature,1800,254,italian,3198.0
4106,temple,1800,10940,english,784.0
4108,temple,1800,9138,french,1255.0
4107,temple,1801,788,spanish,3461.0
14160,temples,1800,3239,english,3073.0
14161,temples,1800,3908,french,3139.0
14181,temporal,1800,1456,spanish,2321.0
14180,temporal,1800,4002,english,2491.0
12511,tempore,1802,492,italian,2651.0
12510,tempore,1818,508,spanish,4739.0
4150,temps,1800,139424,french,10.0
4149,temps,1815,496,italian,3136.0
4148,temps,1818,644,spanish,3806.0
8640,tempus,1805,310,italian,4983.0
8641,tempus,1820,890,german,3094.0
8241,tems,1800,90167,french,28.0
8240,tems,1805,430,italian,3600.0
11550,tendon,1802,1118,spanish,2874.0
11551,tendon,1802,5204,french,3053.0
5364,tenia,1800,15605,spanish,66.0
5365,tenia,1802,484,italian,2705.0
10944,tenie,1807,1540,spanish,2960.0
10945,tenie,1811,1226,italian,1587.0
6511,tenor,1800,1262,spanish,2712.0
6510,tenor,1805,2958,english,4823.0
2415,tension,1801,558,spanish,4765.0
2416,tension,1803,4622,french,3797.0
2414,tension,1873,27401,english,2969.0
9295,tenu,1800,7270,french,1649.0
9294,tenu,1810,494,italian,3046.0
8357,tenue,1800,4094,french,2980.0
8356,tenue,1800,186,italian,4393.0
8543,tenus,1800,4696,french,2614.0
8542,tenus,1810,638,italian,2305.0
12190,teodora,1812,234,spanish,4370.0
12191,teodora,1828,1014,italian,3357.0
5564,teodoro,1800,1295,spanish,2620.0
5565,teodoro,1803,410,italian,4750.0
11486,teodosio,1802,1102,spanish,2907.0
11487,teodosio,1814,560,italian,1947.0
10523,teologia,1802,470,italian,2796.0
10522,teologia,1805,810,spanish,4666.0
12583,teoria,1800,810,italian,787.0
12582,teoria,1822,960,spanish,3699.0
993,ter,1800,1215,german,724.0
992,ter,1800,324,italian,2447.0
991,ter,1801,688,spanish,3956.0
990,ter,1801,2869,english,4628.0
994,ter,1801,3356,french,4983.0
9179,terapia,1894,2980,italian,4984.0
9178,terapia,2005,57462,spanish,4940.0
5736,teresa,1800,908,spanish,3739.0
5737,teresa,1806,446,italian,3831.0
14082,term,1800,11058,english,770.0
14083,term,1843,1736,italian,4759.0
8713,terme,1800,20602,french,433.0
8712,terme,1807,378,italian,4111.0
5841,termina,1800,349,italian,2271.0
5840,termina,1800,940,spanish,3621.0
6518,terminal,1832,12476,english,3449.0
6519,terminal,2009,20775,spanish,4963.0
2047,termine,1800,2064,italian,164.0
2049,termine,1800,6776,french,1773.0
2048,termine,1802,362,german,4952.0
2046,termine,1883,3212,spanish,4262.0
9714,terminologie,1954,5686,german,4925.0
9715,terminologie,1971,17633,french,4983.0
4546,terra,1800,4160,italian,31.0
4545,terra,1812,372,spanish,2855.0
4544,terra,1814,4363,english,4707.0
9329,terrain,1800,13552,french,749.0
9328,terrain,1802,578,german,3202.0
3838,terre,1800,126910,french,11.0
3837,terre,1800,1294,italian,405.0
3836,terre,1915,12196,spanish,1545.0
9005,terremoti,1874,3643,italian,3005.0
9004,terremoti,1915,4972,spanish,4003.0
11973,terremoto,1802,290,italian,4655.0
11972,terremoto,1885,3296,spanish,3974.0
5414,terreno,1800,7476,spanish,245.0
5415,terreno,1800,350,italian,2268.0
3976,terres,1800,33872,french,194.0
3975,terres,1805,754,italian,1962.0
3974,terres,1816,356,spanish,3515.0
4886,terrestre,1800,1482,spanish,2265.0
4888,terrestre,1800,3226,french,3719.0
4887,terrestre,1800,182,italian,4492.0
11445,terrestres,1800,2991,french,3980.0
11444,terrestres,1802,682,spanish,4722.0
4155,terrible,1800,2714,spanish,1149.0
4156,terrible,1800,7781,french,1509.0
4154,terrible,1800,4992,english,1954.0
5686,terribles,1800,1332,spanish,2550.0
5687,terribles,1800,3132,french,3816.0
6757,territorial,1816,412,spanish,3025.0
6756,territorial,1860,18980,english,4272.0
10414,territoriale,1854,1760,italian,4720.0
10415,territoriale,1880,13895,french,4143.0
12470,territoriales,1820,1312,spanish,2856.0
12471,territoriales,1932,14245,french,3661.0
6261,territorio,1800,1072,italian,523.0
6260,territorio,1800,1606,spanish,2107.0
3062,terror,1800,5321,english,1820.0
3063,terror,1800,1590,spanish,2129.0
3064,terror,1946,2706,german,4008.0
9205,terrorismo,1978,15897,italian,3552.0
9204,terrorismo,1986,35310,spanish,4298.0
10828,tesoreria,1810,298,spanish,2000.0
10829,tesoreria,1816,1360,italian,1812.0
5518,tesoro,1800,1272,spanish,2686.0
5519,tesoro,1800,164,italian,4972.0
710,test,1800,2580,english,3709.0
712,test,1925,4720,italian,2561.0
714,test,1938,8707,french,4858.0
713,test,1953,6437,german,4079.0
711,test,2006,62951,spanish,4371.0
3416,testament,1800,5712,english,1669.0
3418,testament,1802,4203,french,3699.0
3417,testament,1809,302,german,4878.0
11676,testamentaria,1838,1104,spanish,2619.0
11677,testamentaria,1943,6972,italian,2046.0
6228,testamento,1800,1552,spanish,2168.0
6229,testamento,1801,462,italian,702.0
4401,teste,1800,190,italian,4289.0
4400,teste,1813,582,spanish,4426.0
4402,teste,1822,7217,french,4806.0
6146,testimonio,1800,3300,spanish,901.0
6147,testimonio,1800,286,italian,2823.0
11604,testis,1833,1286,spanish,2793.0
11605,testis,1864,4886,italian,1998.0
12589,testo,1800,358,italian,2224.0
12588,testo,1822,884,spanish,3986.0
2480,tests,1885,21939,english,4970.0
2482,tests,1948,11733,french,3643.0
2481,tests,1964,11397,german,4950.0
6428,texas,1841,11709,english,4314.0
6429,texas,1873,2530,spanish,3731.0
13586,text,1800,5443,english,1770.0
13587,text,1801,312,german,4462.0
9385,texte,1800,4480,french,2732.0
9384,texte,1812,614,german,2098.0
9703,textes,1810,4446,french,3493.0
9702,textes,1947,3829,german,4317.0
8002,textile,1931,38708,english,4166.0
8003,textile,1954,10700,french,4238.0
8823,textiles,1956,14996,french,3688.0
8822,textiles,1979,25868,spanish,4883.0
8032,texture,1803,2726,english,4770.0
8033,texture,1812,3348,french,4091.0
13474,th,1800,9190,english,979.0
13475,th,1800,241,german,4383.0
8091,theater,1800,354,german,3055.0
8090,theater,1916,31514,english,4901.0
1142,theory,1800,3460,english,2869.0
1144,theory,1952,4710,italian,4441.0
1145,theory,1965,13718,german,4627.0
1143,theory,2002,49400,spanish,4934.0
12828,thermometer,1800,2201,english,4190.0
12829,thermometer,1804,349,german,4431.0
7707,thesis,1803,477,german,3441.0
7706,thesis,1933,24548,english,4910.0
1616,thiers,1805,410,german,4548.0
1617,thiers,1845,13704,french,4344.0
1615,thiers,1849,1223,italian,4975.0
1614,thiers,1850,2186,spanish,4558.0
13258,tho,1800,4960,english,1967.0
13259,tho,1853,3470,german,4673.0
365,thomas,1800,11461,english,737.0
368,thomas,1800,484,german,2246.0
369,thomas,1800,2639,french,4423.0
366,thomas,1810,186,spanish,3237.0
367,thomas,1946,3738,italian,3630.0
6739,thorax,1810,390,german,4527.0
6738,thorax,1862,11475,english,4517.0
13804,thou,1800,30816,english,152.0
13805,thou,1823,8343,french,4475.0
13178,throne,1800,15399,english,461.0
13179,throne,1800,309,german,3480.0
9374,thymus,1811,439,german,3446.0
9375,thymus,1916,8739,french,3319.0
11152,tiberio,1801,776,spanish,3514.0
11153,tiberio,1804,930,italian,4254.0
7781,tiberius,1801,724,german,1917.0
7780,tiberius,1804,4385,english,3575.0
12543,tibi,1805,365,italian,4240.0
12542,tibi,1823,454,spanish,3299.0
11250,tibia,1800,680,spanish,4896.0
11251,tibia,1807,562,italian,2761.0
13837,tie,1800,512,german,2127.0
13836,tie,1800,2738,english,3523.0
5366,tierra,1800,34098,spanish,8.0
5367,tierra,1823,1012,italian,4643.0
10712,tifo,1804,646,spanish,3958.0
10713,tifo,1805,1504,italian,856.0
8390,tigre,1802,446,italian,2952.0
8391,tigre,1808,3956,french,4405.0
6531,tim,1800,226,german,4678.0
6530,tim,1830,10327,english,4197.0
11911,timbre,1806,3402,french,3560.0
11910,timbre,1872,2278,spanish,3891.0
8916,timbres,1893,2932,spanish,4312.0
8917,timbres,1942,3750,french,4447.0
700,time,1800,183762,english,2.0
703,time,1936,5672,german,4664.0
704,time,1941,3546,french,4778.0
702,time,1956,6660,italian,4399.0
701,time,1993,34068,spanish,4968.0
3254,times,1800,41398,english,83.0
3256,times,1936,5380,german,4899.0
3255,times,2004,23350,italian,4990.0
13408,tin,1800,3567,english,2792.0
13409,tin,1804,2812,french,4989.0
10753,tino,1805,312,italian,4937.0
10752,tino,1808,308,spanish,4972.0
11432,tinta,1802,666,spanish,4799.0
11433,tinta,1807,338,italian,4579.0
12577,tinte,1806,380,italian,4498.0
12576,tinte,1821,850,spanish,4893.0
11359,tintura,1800,280,italian,2882.0
11358,tintura,1802,976,spanish,3307.0
3482,tion,1800,5772,english,1656.0
3484,tion,1800,6813,french,1765.0
3483,tion,1801,283,german,4889.0
13986,tions,1800,2403,english,3933.0
13987,tions,1800,2345,french,4918.0
6743,tip,1858,2006,italian,4086.0
6742,tip,1862,12873,english,4101.0
12665,tipo,1805,1010,italian,1427.0
12664,tipo,1815,314,spanish,3911.0
4283,tira,1800,770,spanish,4373.0
4285,tira,1800,2424,french,4771.0
4284,tira,1809,446,italian,4673.0
9418,tirailleurs,1807,498,german,2985.0
9419,tirailleurs,1871,5909,french,4615.0
10486,tirano,1804,514,spanish,4910.0
10487,tirano,1839,1132,italian,4855.0
11580,tiro,1801,549,spanish,4842.0
11581,tiro,1811,726,italian,2822.0
10840,tirol,1809,184,spanish,3525.0
10841,tirol,1812,355,german,3717.0
2135,tit,1800,3244,spanish,927.0
2136,tit,1802,403,italian,3287.0
2134,tit,1802,3614,english,3592.0
2137,tit,1804,3216,french,4429.0
10721,tito,1802,284,italian,4734.0
10720,tito,1804,632,spanish,4046.0
8669,titre,1800,21190,french,413.0
8668,titre,1809,745,italian,2745.0
12393,tn,1801,303,german,4583.0
12392,tn,1811,196,spanish,3877.0
9611,togo,1925,9277,french,4840.0
9610,togo,1941,3395,german,4706.0
3297,toledo,1800,1032,spanish,3297.0
3298,toledo,1806,768,italian,2131.0
3296,toledo,1917,30858,english,4989.0
10599,tolomeo,1800,226,italian,3580.0
10598,tolomeo,1803,594,spanish,4966.0
91,tom,1800,4724,spanish,513.0
92,tom,1800,969,italian,602.0
94,tom,1800,7569,french,1556.0
90,tom,1800,2371,english,3970.0
93,tom,1802,384,german,4685.0
8951,tomaso,1915,3578,italian,3660.0
8950,tomaso,1920,5058,spanish,4780.0
8635,tomba,1800,2825,french,4197.0
8634,tomba,1806,630,italian,2687.0
10155,tombe,1800,9430,french,1212.0
10154,tombe,1825,794,italian,4972.0
4048,tome,1800,28865,french,266.0
4047,tome,1800,1120,spanish,3058.0
4046,tome,1816,5325,english,3971.0
5390,tomo,1800,7536,spanish,242.0
5391,tomo,1800,656,italian,1065.0
14008,tone,1800,3879,english,2558.0
14009,tone,1800,242,german,4366.0
11640,toneladas,1831,628,spanish,4786.0
11641,toneladas,1959,50823,french,1121.0
12032,tonkin,1846,4418,spanish,1927.0
12033,tonkin,1883,12450,french,4498.0
7963,tonnage,1902,17677,french,4048.0
7962,tonnage,1921,41424,english,4034.0
5955,tono,1800,1624,italian,275.0
5954,tono,1800,2598,spanish,1208.0
13347,tons,1800,3558,french,3413.0
13346,tons,1800,2676,english,3600.0
1848,tor,1800,202,italian,4026.0
1846,tor,1800,2187,english,4223.0
1847,tor,1873,1964,spanish,4755.0
1849,tor,1917,4792,german,4847.0
11586,torno,1801,560,spanish,4745.0
11587,torno,1802,290,italian,4656.0
11572,toro,1801,538,spanish,4933.0
11573,toro,1802,494,italian,2637.0
11185,torre,1800,502,italian,1478.0
11184,torre,1800,756,spanish,4449.0
7613,torrent,1800,3174,french,3772.0
7612,torrent,1802,2400,english,4980.0
11248,torrente,1800,688,spanish,4848.0
11249,torrente,1802,302,italian,4449.0
11084,torres,1801,1078,spanish,2499.0
11085,torres,1838,948,italian,4797.0
9193,tortura,1804,1946,italian,2025.0
9192,tortura,1986,31373,spanish,4791.0
11115,toscana,1800,734,italian,905.0
11114,toscana,1801,698,spanish,3914.0
10113,toscane,1801,3969,french,4316.0
10112,toscane,1810,342,italian,4548.0
1743,tot,1813,417,italian,4594.0
1742,tot,1816,562,spanish,2217.0
1745,tot,1836,9455,french,4453.0
1744,tot,1904,11694,german,4378.0
12599,tota,1808,480,italian,4331.0
12598,tota,1818,706,spanish,3472.0
2522,totale,1800,774,italian,845.0
2524,totale,1800,6896,french,1743.0
2523,totale,1944,2092,german,4861.0
6058,totalmente,1800,2814,spanish,1101.0
6059,totalmente,1800,526,italian,1396.0
6411,toulon,1801,4695,french,3731.0
6410,toulon,1845,14600,english,4108.0
3391,tour,1800,23484,french,360.0
3389,tour,1801,3168,english,4304.0
3390,tour,1816,314,spanish,3932.0
10030,tr,1810,400,italian,3877.0
10031,tr,1873,4811,german,3438.0
14155,trace,1800,5909,french,2076.0
14154,trace,1800,3890,english,2547.0
14293,traces,1800,6533,french,1862.0
14292,traces,1800,2388,english,3949.0
3820,trad,1808,4469,french,3962.0
3818,trad,1915,4010,spanish,4853.0
3819,trad,1944,1688,italian,4852.0
2552,trade,1800,20225,english,305.0
2553,trade,1967,17506,italian,3416.0
2554,trade,1970,17363,german,4720.0
4025,tradition,1800,3502,english,2835.0
4026,tradition,1800,260,german,4089.0
4027,tradition,1800,2652,french,4410.0
7022,traditions,1809,3750,english,4566.0
7023,traditions,1822,6968,french,4937.0
8813,traduce,1869,2532,italian,4975.0
8812,traduce,1970,21831,spanish,4853.0
6312,trae,1800,2102,spanish,1564.0
6313,trae,1800,192,italian,4244.0
11288,trage,1800,710,spanish,4729.0
11289,trage,1800,220,german,4795.0
5682,tragedia,1800,1404,spanish,2412.0
5683,tragedia,1801,86,italian,4575.0
13716,train,1800,5599,english,1713.0
13717,train,1820,7398,french,3864.0
6406,training,1846,12696,english,4682.0
6407,training,2001,26522,german,4348.0
6818,trains,1865,12848,english,4978.0
6819,trains,1868,30000,french,2668.0
10173,traitement,1800,9006,french,1279.0
10172,traitement,1895,3730,italian,4536.0
8103,traits,1800,12794,french,799.0
8102,traits,1918,27144,english,4994.0
10005,traité,1800,22340,french,382.0
10004,traité,1815,413,italian,3787.0
11661,trajano,1816,3077,italian,646.0
11660,trajano,1835,1486,spanish,2671.0
12028,trama,1844,1640,spanish,4979.0
12029,trama,1941,3412,italian,4153.0
14226,transaction,1800,2524,english,3794.0
14227,transaction,1804,2952,french,4787.0
13658,transactions,1800,4234,english,2352.0
13659,transactions,1802,3662,french,4194.0
7222,transfer,1820,5754,english,4961.0
7223,transfer,2000,24910,german,4493.0
3700,transformation,1841,11210,french,4054.0
3698,transformation,1906,36635,english,4926.0
3699,transformation,1971,16340,german,4873.0
7467,transformer,1849,7100,french,4934.0
7466,transformer,1942,35467,english,4181.0
7671,transit,1846,10818,french,4923.0
7670,transit,1974,129412,english,4398.0
7065,transition,1822,7029,french,4896.0
7064,transition,1823,7972,english,4134.0
7799,transmission,1816,3278,french,4447.0
7798,transmission,1905,35119,english,4963.0
5437,transparent,1801,3774,french,4515.0
5436,transparent,1802,2706,english,4525.0
11483,transparente,1800,2892,french,4113.0
11482,transparente,1801,618,spanish,4357.0
9589,transpiration,1800,4100,french,2974.0
9588,transpiration,1920,6599,german,4562.0
5068,transport,1800,5597,french,2204.0
5066,transport,1800,1972,english,4591.0
5067,transport,1805,388,german,4805.0
6065,transports,1800,2514,french,4614.0
6064,transports,1802,3288,english,3877.0
7735,transvaal,1896,15011,french,4306.0
7734,transvaal,1899,37531,english,4272.0
11813,trasparente,1801,168,italian,2388.0
11812,trasparente,1828,724,spanish,4966.0
11093,trat,1800,652,german,1617.0
11092,trat,1801,704,spanish,3872.0
9102,tratte,1800,230,italian,3514.0
9103,tratte,1841,2021,german,4966.0
8267,travail,1800,32360,french,212.0
8266,travail,1804,927,italian,4263.0
8533,travaux,1800,22126,french,391.0
8532,travaux,1810,516,italian,2929.0
14344,treaty,1800,12000,english,687.0
14345,treaty,1944,3573,french,4450.0
12603,tregua,1800,644,italian,1094.0
12602,tregua,1815,284,spanish,4279.0
9001,tremblement,1847,12087,french,4953.0
9000,tremblement,1915,5736,spanish,3455.0
9003,tremblements,1906,16689,french,4542.0
9002,tremblements,1915,5342,spanish,3705.0
7982,trend,1925,32537,english,4546.0
7983,trend,1968,16470,german,4904.0
7422,trends,1934,29105,english,4812.0
7423,trends,1990,16060,german,4685.0
6841,trent,1810,333,italian,4654.0
6840,trent,1813,4252,english,4317.0
10483,trento,1801,88,italian,4508.0
10482,trento,1805,2385,spanish,1571.0
7463,triangle,1800,2943,french,4038.0
7462,triangle,1803,3170,english,4234.0
3612,trib,1824,1469,italian,3622.0
3611,trib,1832,1264,spanish,2940.0
3613,trib,1905,22807,french,3339.0
5584,tribu,1800,1144,spanish,2998.0
5585,tribu,1800,2408,french,4800.0
9389,tribun,1807,3295,french,4248.0
9388,tribun,1812,276,german,4762.0
12451,tribuna,1811,418,italian,4848.0
12450,tribuna,1814,384,spanish,4137.0
146,tribunal,1800,3582,spanish,784.0
149,tribunal,1800,12696,french,806.0
145,tribunal,1800,2159,english,4280.0
147,tribunal,1809,999,italian,2003.0
148,tribunal,1811,418,german,3632.0
8681,tribunaux,1800,8054,french,1450.0
8680,tribunaux,1809,654,italian,3139.0
6445,tribune,1801,4968,french,3553.0
6444,tribune,1855,15683,english,4940.0
7136,tribunes,1806,3924,english,3964.0
7137,tribunes,1834,8908,french,4360.0
2621,tribus,1800,2026,spanish,1639.0
2623,tribus,1800,2715,french,4333.0
2622,tribus,1812,420,german,3146.0
8845,tributaria,1949,3852,italian,4574.0
8844,tributaria,1963,18174,spanish,4995.0
8811,tributario,1952,4282,italian,4862.0
8810,tributario,1975,30156,spanish,4096.0
5776,tributo,1800,918,spanish,3698.0
5777,tributo,1802,296,italian,4559.0
10972,tridentino,1808,500,spanish,3163.0
10973,tridentino,1828,1227,italian,2703.0
